Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,19.353288650512695,19.59551239013672,19.353288650512695,19.59551239013672,7.8750786781311035,21545258
2010-01-05,19.59551239013672,19.625173568725586,19.491703033447266,19.565853118896484,7.863158702850342,20230384
2010-01-06,19.565853118896484,19.60540008544922,19.38789176940918,19.422494888305664,7.805545330047607,27114671
2010-01-07,19.38789176940918,19.38789176940918,19.160497665405273,19.229703903198242,7.728067874908447,27025133
2010-01-08,19.229703903198242,19.269250869750977,18.82434844970703,18.8935546875,7.592974662780762,50954620
2010-01-11,18.656272888183594,18.656272888183594,18.250917434692383,18.290464401245117,7.35060453414917,79540106
2010-01-12,18.290464401245117,18.47831153869629,18.27069091796875,18.295406341552734,7.352588653564453,43428218
2010-01-13,18.295406341552734,18.512916564941406,18.26080322265625,18.389331817626953,7.3903374671936035,36715614
2010-01-14,18.389331817626953,18.562349319458008,18.280576705932617,18.35472869873047,7.376430034637451,42428026
2010-01-15,18.35472869873047,18.48819923400879,18.072956085205078,18.216312408447266,7.320804119110107,48367049
2010-01-18,18.216312408447266,18.32012367248535,18.216312408447266,18.290464401245117,7.35060453414917,25860987
2010-01-19,18.290464401245117,18.53763198852539,18.221256256103516,18.53763198852539,7.449934482574463,35489029
2010-01-20,18.53763198852539,18.567293167114258,17.90488052368164,18.043296813964844,7.251269817352295,43327526
2010-01-21,18.043296813964844,18.280576705932617,17.90488052368164,17.90488052368164,7.195644855499268,31430788
2010-01-22,17.90488052368164,18.112503051757812,17.746692657470703,17.815900802612305,7.159883975982666,39814739
2010-01-25,17.77635383605957,17.77635383605957,17.56378936767578,17.618165969848633,7.080420017242432,29869282
2010-01-26,17.618165969848633,17.865333557128906,17.400657653808594,17.806013107299805,7.155912399291992,35787943
2010-01-27,17.746692657470703,17.746692657470703,17.49952507019043,17.5786190032959,7.064526557922363,36660979
2010-01-28,17.5786190032959,17.77635383605957,17.06450843811035,17.07933807373047,6.8638739585876465,53737176
2010-01-29,17.07933807373047,17.301790237426758,17.000244140625,17.168319702148438,6.899631977081299,34992420
2010-02-01,17.153488159179688,17.153488159179688,16.960697174072266,17.128772735595703,6.88374137878418,39613188
2010-02-02,17.128772735595703,17.22269630432129,16.758020401000977,17.22269630432129,6.921487331390381,47885264
2010-02-03,17.22269630432129,17.440204620361328,17.01507568359375,17.099111557006836,6.87182092666626,39190602
2010-02-04,17.099111557006836,17.247413635253906,16.392210006713867,16.51085090637207,6.635409355163574,57599651
2010-02-05,16.51085090637207,16.614662170410156,16.09560775756836,16.253795623779297,6.532102108001709,61615925
2010-02-08,16.253795623779297,16.678926467895508,16.189531326293945,16.59983253479004,6.671169281005859,37184917
2010-02-09,16.585002899169922,16.585002899169922,16.337833404541016,16.525680541992188,6.641368865966797,36360402
2010-02-10,16.58994483947754,16.911264419555664,16.58994483947754,16.79262351989746,6.7486491203308105,38137992
2010-02-11,16.79262351989746,16.93598175048828,16.342777252197266,16.51085090637207,6.635409355163574,32077898
2010-02-12,16.51085090637207,16.698699951171875,16.37738037109375,16.486133575439453,6.625476360321045,22703401
